Customer ID,Recency,Frequency,Monetary,Cluster,Segment
13720,117,4,799.9,2,Loyal Customers
13721,36,2,741.54,1,Potential Loyalists
13722,132,10,5635.41,3,Champions
13723,217,6,1209.2,2,Loyal Customers
13724,637,1,213.01,0,At-Risk Customers
13725,50,8,1980.56,2,Loyal Customers
13726,39,2,1079.66,1,Potential Loyalists
13727,29,8,1080.05,2,Loyal Customers
13728,37,16,2855.17,3,Champions
13729,436,3,724.73,0,At-Risk Customers
13730,136,2,752.6,1,Potential Loyalists
13731,219,2,610.59,1,Potential Loyalists
13732,28,1,491.86,1,Potential Loyalists
13733,411,2,487.03,0,At-Risk Customers
13734,509,4,6701.64,2,Loyal Customers
13735,25,13,9813.22,3,Champions
13736,5,7,2766.21,2,Loyal Customers
13737,200,1,339.6,1,Potential Loyalists
13738,396,1,440.93,0,At-Risk Customers
13739,18,2,292.2,1,Potential Loyalists
13740,241,5,1597.77,2,Loyal Customers
13741,72,3,668.43,1,Potential Loyalists
13742,17,12,3131.02,3,Champions
13743,3,7,1341.6,2,Loyal Customers
13744,95,2,1156.36,1,Potential Loyalists
13745,162,2,777.36,1,Potential Loyalists
13746,414,1,176.69,0,At-Risk Customers
13747,374,2,249.4,0,At-Risk Customers
13748,96,9,2268.35,2,Loyal Customers
13750,54,11,3602.18,3,Champions
13751,288,1,296.25,1,Potential Loyalists
13752,124,7,1590.73,2,Loyal Customers
13753,288,4,2094.57,2,Loyal Customers
13754,152,3,447.05,1,Potential Loyalists
13755,4,9,2161.35,2,Loyal Customers
13756,2,23,9207.5,3,Champions
13757,675,1,195.55,0,At-Risk Customers
13758,12,15,9416.98,3,Champions
13759,33,2,659.41,1,Potential Loyalists
13760,54,5,1363.64,2,Loyal Customers
13761,50,6,1952.17,2,Loyal Customers
13762,219,5,2472.48,2,Loyal Customers
13763,63,3,5217.44,2,Loyal Customers
13764,71,6,2953.26,2,Loyal Customers
13765,653,1,352.82,0,At-Risk Customers
13766,495,1,190.35,0,At-Risk Customers
13767,2,73,35540.53,3,Champions
13768,727,2,875.97,0,At-Risk Customers
13769,2,20,5800.42,3,Champions
13770,422,4,785.37,0,At-Risk Customers
13771,64,9,5728.82,3,Champions
13772,34,8,3114.22,2,Loyal Customers
13773,397,2,301.54,0,At-Risk Customers
13774,82,1,345.0,1,Potential Loyalists
13775,591,1,1049.66,0,At-Risk Customers
13776,428,2,623.98,0,At-Risk Customers
13777,1,61,56478.42,3,Champions
13778,103,4,1124.49,2,Loyal Customers
13779,516,1,161.13,0,At-Risk Customers
13780,7,3,735.82,2,Loyal Customers
13781,251,3,778.83,2,Loyal Customers
13782,13,13,1793.72,3,Champions
13783,488,4,1542.09,0,At-Risk Customers
13784,10,14,2910.23,3,Champions
13785,429,4,542.49,0,At-Risk Customers
13786,367,6,3358.94,2,Loyal Customers
13787,76,6,1222.5,2,Loyal Customers
13788,505,1,3.75,0,At-Risk Customers
13789,388,1,239.46,0,At-Risk Customers
13790,4,1,348.8,1,Potential Loyalists
13791,128,2,1516.0,2,Loyal Customers
13792,66,3,383.95,1,Potential Loyalists
13793,647,1,96.0,0,At-Risk Customers
13794,547,1,126.03,0,At-Risk Customers
13795,388,4,836.3,0,At-Risk Customers
13796,499,1,289.7,0,At-Risk Customers
13797,437,3,1179.45,0,At-Risk Customers
13798,1,110,75836.87,3,Champions
13799,117,9,2803.57,2,Loyal Customers
13800,310,3,1679.56,2,Loyal Customers
13801,67,1,324.8,1,Potential Loyalists
13802,139,19,26259.11,3,Champions
13803,255,3,1338.91,2,Loyal Customers
13804,31,9,3208.52,2,Loyal Customers
13805,52,2,924.6,1,Potential Loyalists
13806,64,1,256.38,1,Potential Loyalists
13807,367,3,534.8,0,At-Risk Customers
13808,6,5,1747.66,2,Loyal Customers
13809,305,3,679.7,0,At-Risk Customers
13810,29,3,1499.01,2,Loyal Customers
13811,184,3,814.5,2,Loyal Customers
13812,42,3,539.0,1,Potential Loyalists
13813,40,8,2765.47,2,Loyal Customers
13814,92,3,2257.32,2,Loyal Customers
13815,22,8,7475.74,3,Champions
13816,24,2,571.67,1,Potential Loyalists
13817,29,2,382.98,1,Potential Loyalists
13818,430,1,61.28,0,At-Risk Customers
13819,302,6,2642.35,2,Loyal Customers
13820,418,3,660.65,0,At-Risk Customers
13821,145,6,1410.73,2,Loyal Customers
13822,6,2,632.0,1,Potential Loyalists
13823,19,7,3403.45,2,Loyal Customers
13824,33,12,3314.76,3,Champions
13825,622,2,255.59,0,At-Risk Customers
13826,176,1,189.5,1,Potential Loyalists
13827,58,3,412.05,1,Potential Loyalists
13828,22,1,209.49,1,Potential Loyalists
13829,421,1,102.0,0,At-Risk Customers
13830,582,1,156.85,0,At-Risk Customers
13831,16,18,7023.58,3,Champions
13832,19,2,613.69,1,Potential Loyalists
13833,159,2,701.36,1,Potential Loyalists
13834,577,2,324.19,0,At-Risk Customers
13835,25,7,1095.27,2,Loyal Customers
13836,399,2,620.37,0,At-Risk Customers
13837,212,2,271.24,1,Potential Loyalists
13838,6,10,1966.09,2,Loyal Customers
13839,486,1,139.95,0,At-Risk Customers
13840,416,1,651.4,0,At-Risk Customers
13841,253,1,85.0,1,Potential Loyalists
13842,59,18,5629.91,3,Champions
13843,381,1,319.75,0,At-Risk Customers
13844,11,1,361.62,1,Potential Loyalists
13845,65,1,312.98,1,Potential Loyalists
13846,25,4,1307.79,2,Loyal Customers
13847,720,1,310.72,0,At-Risk Customers
13848,92,8,3335.0,2,Loyal Customers
13849,52,5,3469.3,2,Loyal Customers
13850,129,1,1595.48,1,Potential Loyalists
13851,96,8,4606.46,2,Loyal Customers
13852,611,1,187.35,0,At-Risk Customers
13853,57,1,1090.14,1,Potential Loyalists
13854,9,39,12253.96,3,Champions
13855,501,4,1310.34,0,At-Risk Customers
13856,169,11,1142.03,2,Loyal Customers
13857,393,6,1001.01,2,Loyal Customers
13858,57,1,216.17,1,Potential Loyalists
13859,326,2,515.86,0,At-Risk Customers
13860,1,5,1245.9,2,Loyal Customers
13861,429,2,273.26,0,At-Risk Customers
13862,18,9,2556.09,2,Loyal Customers
13863,248,4,1239.55,2,Loyal Customers
13864,387,1,662.4,0,At-Risk Customers
13865,58,4,501.56,1,Potential Loyalists
13866,74,1,145.67,1,Potential Loyalists
13867,31,3,1015.29,2,Loyal Customers
13868,7,2,3192.54,2,Loyal Customers
13869,123,10,8111.57,3,Champions
13870,2,15,5712.08,3,Champions
13871,23,17,7885.85,3,Champions
13872,527,3,919.57,0,At-Risk Customers
13873,120,8,1038.92,2,Loyal Customers
13874,358,7,2049.15,2,Loyal Customers
13875,54,14,4814.37,3,Champions
13876,64,1,122.7,1,Potential Loyalists
13877,86,3,449.68,1,Potential Loyalists
13878,55,4,2473.06,2,Loyal Customers
13879,646,1,395.5,0,At-Risk Customers
13880,21,17,4391.66,3,Champions
13881,4,43,45179.1,3,Champions
13882,3,5,1191.13,2,Loyal Customers
13883,11,15,6560.02,3,Champions
13884,7,10,1888.48,2,Loyal Customers
13885,189,2,506.8,1,Potential Loyalists
13886,71,1,243.56,1,Potential Loyalists
13887,204,1,349.55,1,Potential Loyalists
13888,120,7,2169.05,2,Loyal Customers
13889,93,6,1991.23,2,Loyal Customers
13890,1,14,2927.38,3,Champions
13891,378,3,863.56,0,At-Risk Customers
13892,27,6,1267.65,2,Loyal Customers
13893,298,1,821.1,1,Potential Loyalists
13894,24,3,564.62,1,Potential Loyalists
13895,28,6,4008.52,2,Loyal Customers
13896,626,1,388.55,0,At-Risk Customers
13897,50,3,1160.72,2,Loyal Customers
13898,326,2,686.4,0,At-Risk Customers
13899,16,2,388.52,1,Potential Loyalists
13900,183,6,1610.59,2,Loyal Customers
13901,72,15,5676.34,3,Champions
13902,632,5,34095.26,3,Champions
13903,400,1,165.45,0,At-Risk Customers
13904,37,2,332.64,1,Potential Loyalists
13905,733,1,312.65,0,At-Risk Customers
13906,409,1,42.0,0,At-Risk Customers
13907,692,1,136.8,0,At-Risk Customers
13908,80,4,2369.55,2,Loyal Customers
13909,423,2,286.6,0,At-Risk Customers
13911,57,20,4234.99,3,Champions
13912,424,1,124.95,0,At-Risk Customers
13913,507,1,42.22,0,At-Risk Customers
13914,12,2,626.45,1,Potential Loyalists
13915,394,1,70.8,0,At-Risk Customers
13916,464,4,1275.81,0,At-Risk Customers
13917,50,2,272.04,1,Potential Loyalists
13918,50,2,1212.84,2,Loyal Customers
13919,59,4,1360.68,2,Loyal Customers
13920,432,4,1774.68,0,At-Risk Customers
13921,402,4,730.7,0,At-Risk Customers
13922,352,3,865.2,0,At-Risk Customers
13923,54,1,351.13,1,Potential Loyalists
13924,2,6,1838.85,2,Loyal Customers
13925,93,4,678.25,2,Loyal Customers
13926,23,1,223.85,1,Potential Loyalists
13927,75,2,708.26,1,Potential Loyalists
13928,11,4,464.57,1,Potential Loyalists
13929,169,11,3494.1,3,Champions
13930,58,2,337.34,1,Potential Loyalists
13931,96,11,5257.38,3,Champions
13932,295,1,307.4,1,Potential Loyalists
13933,109,2,608.79,1,Potential Loyalists
13934,264,1,922.1,1,Potential Loyalists
13935,597,3,6116.92,0,At-Risk Customers
13936,180,3,939.66,2,Loyal Customers
13937,169,2,880.13,1,Potential Loyalists
13938,35,1,71.66,1,Potential Loyalists
13939,23,7,1560.96,2,Loyal Customers
13940,17,4,839.14,2,Loyal Customers
13941,22,15,11122.3,3,Champions
13942,535,1,320.0,0,At-Risk Customers
13943,578,1,246.54,0,At-Risk Customers
13944,653,1,200.43,0,At-Risk Customers
13945,395,2,854.15,0,At-Risk Customers
13946,79,6,1876.23,2,Loyal Customers
13947,65,1,90.6,1,Potential Loyalists
13948,361,4,548.76,0,At-Risk Customers
13949,3,6,2427.32,2,Loyal Customers
13950,11,4,745.06,2,Loyal Customers
13951,176,3,674.45,1,Potential Loyalists
13952,218,14,12823.52,3,Champions
13953,7,12,6640.68,3,Champions
13954,2,2,439.92,1,Potential Loyalists
13955,154,3,545.17,1,Potential Loyalists
13956,5,5,1026.42,2,Loyal Customers
13957,418,3,458.25,0,At-Risk Customers
13958,380,8,4709.23,2,Loyal Customers
13959,79,6,1076.18,2,Loyal Customers
13960,21,2,230.22,1,Potential Loyalists
13961,392,1,538.4,0,At-Risk Customers
13962,22,3,362.8,1,Potential Loyalists
13963,308,17,3011.87,3,Champions
13964,387,2,438.9,0,At-Risk Customers
13965,477,3,996.61,0,At-Risk Customers
13966,435,1,390.86,0,At-Risk Customers
13967,146,2,166.3,1,Potential Loyalists
13968,423,1,123.66,0,At-Risk Customers
13969,7,35,13365.87,3,Champions
13970,386,2,846.55,0,At-Risk Customers
13971,19,14,4667.57,3,Champions
13972,71,2,190.25,1,Potential Loyalists
13973,287,1,264.7,1,Potential Loyalists
13974,49,2,677.72,1,Potential Loyalists
13975,31,12,5358.84,3,Champions
13976,207,4,1192.36,2,Loyal Customers
13977,411,1,519.81,0,At-Risk Customers
13978,15,2,196.79,1,Potential Loyalists
13979,73,7,3416.23,2,Loyal Customers
13980,60,5,799.92,2,Loyal Customers
13981,416,1,331.14,0,At-Risk Customers
13982,39,9,4445.59,3,Champions
13983,30,21,7108.45,3,Champions
13984,27,12,2048.6,2,Loyal Customers
13985,4,22,10020.86,3,Champions
13986,17,1,320.46,1,Potential Loyalists
13987,380,2,682.54,0,At-Risk Customers
13988,20,8,4757.8,3,Champions
13989,66,5,2026.06,2,Loyal Customers
13990,213,1,311.3,1,Potential Loyalists
13991,12,6,855.97,2,Loyal Customers
13992,30,3,219.5,1,Potential Loyalists
13993,43,19,6775.71,3,Champions
13994,4,6,2313.14,2,Loyal Customers
13995,15,14,3902.01,3,Champions
13996,386,2,895.76,0,At-Risk Customers
13997,519,3,382.31,0,At-Risk Customers
13998,447,3,566.7,0,At-Risk Customers
13999,10,29,9502.26,3,Champions
14000,211,5,2046.34,2,Loyal Customers
14001,46,9,4530.09,3,Champions
14002,134,2,529.73,1,Potential Loyalists
14003,733,1,209.41,0,At-Risk Customers
14004,43,11,6258.45,3,Champions
14005,10,5,2874.72,2,Loyal Customers
14006,116,7,2196.67,2,Loyal Customers
14007,513,1,79.48,0,At-Risk Customers
14008,432,1,509.04,0,At-Risk Customers
14009,198,3,1099.91,2,Loyal Customers
14010,565,2,445.15,0,At-Risk Customers
14011,480,2,457.82,0,At-Risk Customers
14012,278,1,328.8,1,Potential Loyalists
14013,110,5,1084.57,2,Loyal Customers
14014,77,3,1948.21,2,Loyal Customers
14015,53,1,917.34,1,Potential Loyalists
14016,162,11,11403.41,3,Champions
14017,571,1,229.75,0,At-Risk Customers
14018,645,1,367.15,0,At-Risk Customers
14019,47,3,1421.61,2,Loyal Customers
14020,17,4,1249.01,2,Loyal Customers
14021,155,7,1716.58,2,Loyal Customers
14022,225,2,792.15,1,Potential Loyalists
14023,7,2,584.07,1,Potential Loyalists
14024,122,3,645.74,1,Potential Loyalists
14025,465,8,4057.9,2,Loyal Customers
14026,471,2,713.11,0,At-Risk Customers
14027,61,1,104.82,1,Potential Loyalists
14028,550,3,10396.5,0,At-Risk Customers
14029,63,2,467.66,1,Potential Loyalists
14030,18,20,8262.29,3,Champions
14031,7,44,40999.17,3,Champions
14032,2,16,4850.27,3,Champions
14033,555,1,109.44,0,At-Risk Customers
14034,22,3,651.82,1,Potential Loyalists
14035,29,9,2856.72,2,Loyal Customers
14036,285,1,626.65,1,Potential Loyalists
14037,176,6,836.95,2,Loyal Customers
14038,78,5,3069.88,2,Loyal Customers
14039,33,2,267.28,1,Potential Loyalists
14040,41,35,12645.57,3,Champions
14041,266,1,141.41,1,Potential Loyalists
14042,725,1,431.98,0,At-Risk Customers
14043,491,2,304.25,0,At-Risk Customers
14044,27,10,3123.1,3,Champions
14045,109,16,11313.03,3,Champions
14046,284,1,154.99,1,Potential Loyalists
14047,9,14,4255.03,3,Champions
14048,305,3,748.69,0,At-Risk Customers
14049,17,13,13239.03,3,Champions
14050,32,2,746.36,1,Potential Loyalists
14051,1,37,22434.0,3,Champions
14052,20,2,480.81,1,Potential Loyalists
14053,124,4,572.3,2,Loyal Customers
14054,65,1,92.46,1,Potential Loyalists
14055,106,3,1520.96,2,Loyal Customers
14056,1,23,8214.65,3,Champions
14057,24,22,8408.84,3,Champions
14058,463,2,469.19,0,At-Risk Customers
14059,267,1,183.6,1,Potential Loyalists
14060,5,30,9519.08,3,Champions
14061,507,3,917.43,0,At-Risk Customers
14062,10,24,25604.2,3,Champions
14063,438,9,22710.2,3,Champions
14064,29,15,3332.42,3,Champions
14065,389,3,891.02,0,At-Risk Customers
14066,267,1,152.55,1,Potential Loyalists
14067,64,2,374.7,1,Potential Loyalists
14068,320,4,1528.37,2,Loyal Customers
14069,515,2,230.06,0,At-Risk Customers
14070,685,1,326.55,0,At-Risk Customers
14071,4,8,1438.82,2,Loyal Customers
14072,667,1,390.85,0,At-Risk Customers
14073,32,1,151.04,1,Potential Loyalists
14074,623,1,219.4,0,At-Risk Customers
14075,5,6,1734.87,2,Loyal Customers
14076,129,1,122.47,1,Potential Loyalists
14077,41,6,615.08,2,Loyal Customers
14078,102,9,1692.63,2,Loyal Customers
14079,125,2,618.73,1,Potential Loyalists
14080,33,5,1115.68,2,Loyal Customers
14081,302,10,5370.1,3,Champions
14082,365,2,413.36,0,At-Risk Customers
14083,4,11,1407.26,2,Loyal Customers
14084,512,1,150.5,0,At-Risk Customers
14085,2,33,10104.97,3,Champions
14086,463,1,39.95,0,At-Risk Customers
14087,3,3,846.22,2,Loyal Customers
14088,10,16,64036.8,3,Champions
14089,57,1,161.0,1,Potential Loyalists
14090,325,1,76.32,0,At-Risk Customers
14091,654,2,9530.08,0,At-Risk Customers
14092,8,24,7229.45,3,Champions
14093,12,1,442.85,1,Potential Loyalists
14094,440,1,335.22,0,At-Risk Customers
14095,723,1,2.95,0,At-Risk Customers
14096,4,17,65164.79,3,Champions
14097,481,2,422.86,0,At-Risk Customers
14098,37,1,147.35,1,Potential Loyalists
14099,16,20,5765.71,3,Champions
14100,138,1,194.9,1,Potential Loyalists
14101,74,13,9961.93,3,Champions
14102,5,5,1360.28,2,Loyal Customers
14104,155,5,771.58,2,Loyal Customers
14105,239,5,5988.83,2,Loyal Customers
14106,737,1,214.8,0,At-Risk Customers
14107,52,11,4877.3,3,Champions
14108,31,4,1044.96,2,Loyal Customers
14109,73,1,144.2,1,Potential Loyalists
14110,4,33,12987.95,3,Champions
14111,14,4,692.85,2,Loyal Customers
14112,23,13,5834.59,3,Champions
14113,4,16,7092.61,3,Champions
14114,274,7,1364.09,2,Loyal Customers
14115,502,2,622.67,0,At-Risk Customers
14116,20,5,1382.74,2,Loyal Customers
14117,144,1,90.0,1,Potential Loyalists
14118,429,1,458.45,0,At-Risk Customers
14119,376,2,183.37,0,At-Risk Customers
14121,4,4,2780.15,2,Loyal Customers
14122,406,3,362.42,0,At-Risk Customers
14123,733,1,436.18,0,At-Risk Customers
14124,84,1,419.58,1,Potential Loyalists
14125,11,3,2740.43,2,Loyal Customers
14126,8,4,1172.46,2,Loyal Customers
14127,123,6,1900.08,2,Loyal Customers
14128,61,3,924.21,2,Loyal Customers
14129,2,9,2591.34,2,Loyal Customers
14130,319,4,1882.67,2,Loyal Customers
14131,649,1,187.87,0,At-Risk Customers
14132,2,11,3586.03,3,Champions
14133,130,4,911.14,2,Loyal Customers
14134,383,15,11123.35,3,Champions
14135,2,24,9643.92,3,Champions
14136,401,5,1570.81,2,Loyal Customers
14137,696,1,332.7,0,At-Risk Customers
14138,2,2,982.38,1,Potential Loyalists
14139,46,4,1086.8,2,Loyal Customers
14140,4,2,935.05,1,Potential Loyalists
14141,3,4,915.13,2,Loyal Customers
14142,373,2,983.15,0,At-Risk Customers
14143,134,1,115.8,1,Potential Loyalists
14144,486,1,30.6,0,At-Risk Customers
14145,47,7,7600.05,3,Champions
14146,9,12,9450.3,3,Champions
14147,78,9,2590.2,2,Loyal Customers
14148,234,2,466.29,1,Potential Loyalists
14149,221,1,446.62,1,Potential Loyalists
14150,36,2,658.64,1,Potential Loyalists
14151,673,2,679.45,0,At-Risk Customers
14152,75,7,1997.34,2,Loyal Customers
14153,483,1,233.4,0,At-Risk Customers
14154,239,8,6460.7,2,Loyal Customers
14155,266,1,118.75,1,Potential Loyalists
14156,10,156,313946.37,3,Champions
14157,20,5,1002.78,2,Loyal Customers
14158,40,1,507.66,1,Potential Loyalists
14159,20,20,7938.01,3,Champions
14160,610,7,8421.47,2,Loyal Customers
14161,216,7,3318.88,2,Loyal Customers
14162,174,2,289.36,1,Potential Loyalists
14163,87,5,2594.62,2,Loyal Customers
14164,71,2,1631.77,2,Loyal Customers
14165,276,1,122.54,1,Potential Loyalists
14166,505,2,256.85,0,At-Risk Customers
14167,39,8,1296.49,2,Loyal Customers
14168,421,2,370.45,0,At-Risk Customers
14169,431,2,624.43,0,At-Risk Customers
14170,375,3,597.33,0,At-Risk Customers
14171,98,2,498.79,1,Potential Loyalists
14172,605,3,402.72,0,At-Risk Customers
14173,11,6,586.0,2,Loyal Customers
14174,33,1,134.46,1,Potential Loyalists
14175,60,8,7678.88,3,Champions
14176,297,5,916.01,2,Loyal Customers
14177,86,13,2229.34,3,Champions
14178,9,7,1620.93,2,Loyal Customers
14179,41,2,719.78,1,Potential Loyalists
14180,11,33,6319.25,3,Champions
14181,411,2,310.55,0,At-Risk Customers
14182,444,4,678.77,0,At-Risk Customers
14183,411,2,286.29,0,At-Risk Customers
14184,67,1,452.89,1,Potential Loyalists
14185,331,1,197.65,0,At-Risk Customers
14186,427,5,1550.63,0,At-Risk Customers
14187,474,1,123.5,0,At-Risk Customers
14188,31,6,2054.36,2,Loyal Customers
14189,2,16,5814.39,3,Champions
14190,666,1,79.9,0,At-Risk Customers
14191,2,15,4817.66,3,Champions
14192,388,1,293.74,0,At-Risk Customers
14193,68,3,1210.19,2,Loyal Customers
14194,5,36,18670.59,3,Champions
14195,202,6,2615.6,2,Loyal Customers
14196,107,1,335.52,1,Potential Loyalists
14197,411,1,390.05,0,At-Risk Customers
14198,18,9,1569.73,2,Loyal Customers
14199,218,4,1091.7,2,Loyal Customers
14200,617,1,379.2,0,At-Risk Customers
14201,60,10,1193.54,2,Loyal Customers
14202,381,3,847.76,0,At-Risk Customers
14203,397,1,339.34,0,At-Risk Customers
14204,2,4,1062.96,2,Loyal Customers
14205,17,9,2414.2,2,Loyal Customers
14206,239,3,1185.01,2,Loyal Customers
14207,688,1,157.8,0,At-Risk Customers
14208,95,2,567.05,1,Potential Loyalists
14209,11,15,4993.27,3,Champions
14210,106,16,5861.52,3,Champions
14211,53,18,4402.29,3,Champions
14212,90,2,2190.14,2,Loyal Customers
14213,405,1,1192.2,0,At-Risk Customers
14214,31,5,1004.38,2,Loyal Customers
14215,12,9,3416.33,2,Loyal Customers
14216,3,5,2150.04,2,Loyal Customers
14217,2,23,3416.89,3,Champions
14218,43,1,169.48,1,Potential Loyalists
14219,4,3,633.83,1,Potential Loyalists
14220,247,4,1515.0,2,Loyal Customers
14221,42,17,6517.49,3,Champions
14222,177,1,683.17,1,Potential Loyalists
14223,92,3,991.13,2,Loyal Customers
14224,110,9,1897.9,2,Loyal Customers
14225,435,4,2037.02,0,At-Risk Customers
14226,29,6,3002.53,2,Loyal Customers
14227,26,15,6368.71,3,Champions
14228,438,3,745.5,0,At-Risk Customers
14229,52,7,2594.04,2,Loyal Customers
14230,436,3,979.8,0,At-Risk Customers
14231,184,4,1235.62,2,Loyal Customers
14232,43,5,2048.07,2,Loyal Customers
14233,49,7,2904.27,2,Loyal Customers
14234,22,4,775.46,2,Loyal Customers
14235,75,9,4717.99,3,Champions
14236,81,5,1744.64,2,Loyal Customers
14237,373,2,632.14,0,At-Risk Customers
14238,326,3,434.23,0,At-Risk Customers
14239,43,21,4263.17,3,Champions
14240,30,3,1247.49,2,Loyal Customers
14241,184,2,333.7,1,Potential Loyalists
14242,235,2,280.55,1,Potential Loyalists
14243,9,17,7431.05,3,Champions
14244,661,1,366.42,0,At-Risk Customers
14245,220,2,1693.45,2,Loyal Customers
14246,111,3,1474.06,2,Loyal Customers
14247,278,5,772.66,2,Loyal Customers
14248,318,3,1032.95,2,Loyal Customers
14249,411,12,5625.46,3,Champions
14250,7,3,1904.05,2,Loyal Customers
14251,2,5,2879.7,2,Loyal Customers
14252,381,1,350.99,0,At-Risk Customers
14253,493,2,363.4,0,At-Risk Customers
14254,433,1,601.03,0,At-Risk Customers
14255,546,1,1000.63,0,At-Risk Customers
14256,260,5,2473.99,2,Loyal Customers
14257,64,9,5954.45,3,Champions
14258,9,25,32051.34,3,Champions
14259,142,1,120.0,1,Potential Loyalists
14260,471,3,824.28,0,At-Risk Customers
14261,51,2,1163.45,2,Loyal Customers
14262,8,8,2618.23,2,Loyal Customers
14263,423,1,322.93,0,At-Risk Customers
14264,155,6,1517.36,2,Loyal Customers
14265,109,4,1373.35,2,Loyal Customers
14266,428,1,40.56,0,At-Risk Customers
14267,163,3,1516.24,2,Loyal Customers
14268,471,1,354.85,0,At-Risk Customers
14269,439,1,295.73,0,At-Risk Customers
14270,332,1,492.65,0,At-Risk Customers
14271,226,2,219.13,1,Potential Loyalists
14272,74,4,920.81,2,Loyal Customers
14273,51,4,559.97,2,Loyal Customers
14274,686,1,256.6,0,At-Risk Customers
14275,396,6,1189.38,2,Loyal Customers
14276,99,7,2102.68,2,Loyal Customers
14277,15,9,17225.81,3,Champions
14278,410,1,205.83,0,At-Risk Customers
14279,521,2,191.86,0,At-Risk Customers
14280,197,1,134.04,1,Potential Loyalists
14281,408,1,245.15,0,At-Risk Customers
14282,3,25,7849.66,3,Champions
14283,463,4,628.44,0,At-Risk Customers
14284,31,3,1299.65,2,Loyal Customers
14285,21,8,3284.42,2,Loyal Customers
14286,24,7,8479.76,3,Champions
14287,8,3,176.63,1,Potential Loyalists
14288,213,1,426.6,1,Potential Loyalists
14289,9,6,911.26,2,Loyal Customers
14290,11,8,4516.56,3,Champions
14291,2,23,7904.1,3,Champions
14292,8,16,9226.25,3,Champions
14293,3,9,3267.93,2,Loyal Customers
14294,407,1,375.34,0,At-Risk Customers
14295,40,5,2362.91,2,Loyal Customers
14296,421,2,456.4,0,At-Risk Customers
14297,18,4,1305.33,2,Loyal Customers
14298,8,82,91194.49,3,Champions
14299,8,27,14499.49,3,Champions
14300,19,1,43.2,1,Potential Loyalists
14301,117,4,1992.18,2,Loyal Customers
14302,431,3,742.9,0,At-Risk Customers
14303,407,2,277.94,0,At-Risk Customers
14304,223,3,1725.01,2,Loyal Customers
14305,71,3,1858.96,2,Loyal Customers
14306,51,6,3151.4,2,Loyal Customers
14307,89,10,5071.03,3,Champions
14308,549,2,1147.02,0,At-Risk Customers
14309,8,11,3780.81,3,Champions
14310,433,1,492.1,0,At-Risk Customers
14311,243,2,516.45,1,Potential Loyalists
14312,47,11,3090.29,3,Champions
14314,107,2,229.8,1,Potential Loyalists
14315,45,8,3197.82,2,Loyal Customers
14316,422,5,1370.34,0,At-Risk Customers
14317,65,1,508.58,1,Potential Loyalists
14318,460,1,158.02,0,At-Risk Customers
14319,424,1,494.85,0,At-Risk Customers
14320,207,5,1346.75,2,Loyal Customers
14321,11,7,2218.06,2,Loyal Customers
14322,429,4,474.1,0,At-Risk Customers
14323,115,2,605.06,1,Potential Loyalists
14324,410,2,701.61,0,At-Risk Customers
14325,570,1,245.48,0,At-Risk Customers
14326,242,3,940.98,2,Loyal Customers
14327,163,6,1894.93,2,Loyal Customers
14328,438,1,445.05,0,At-Risk Customers
14329,17,15,9927.22,3,Champions
14330,624,1,200.63,0,At-Risk Customers
14331,124,2,462.66,1,Potential Loyalists
14332,23,5,1943.51,2,Loyal Customers
14333,68,1,415.2,1,Potential Loyalists
14334,17,12,4318.48,3,Champions
14335,16,2,468.26,1,Potential Loyalists
14336,17,4,1614.91,2,Loyal Customers
14338,161,3,928.1,2,Loyal Customers
14339,243,2,620.27,1,Potential Loyalists
14340,219,1,134.7,1,Potential Loyalists
14341,45,18,4467.32,3,Champions
14342,21,6,918.44,2,Loyal Customers
14343,421,4,1088.91,0,At-Risk Customers
14344,127,20,3333.7,3,Champions
14345,39,1,108.98,1,Potential Loyalists
14346,121,5,2315.75,2,Loyal Customers
14347,737,1,82.6,0,At-Risk Customers
14348,260,1,409.57,1,Potential Loyalists
14349,10,1,133.5,1,Potential Loyalists
14350,274,3,972.03,2,Loyal Customers
14351,165,1,51.0,1,Potential Loyalists
14352,157,4,1078.96,2,Loyal Customers
14353,215,3,376.5,1,Potential Loyalists
14354,6,2,163.62,1,Potential Loyalists
14355,366,3,1014.45,0,At-Risk Customers
14356,80,2,701.23,1,Potential Loyalists
14357,43,1,225.77,1,Potential Loyalists
14358,389,2,400.06,0,At-Risk Customers
14359,19,3,912.18,2,Loyal Customers
14360,32,4,2128.23,2,Loyal Customers
14361,579,1,214.71,0,At-Risk Customers
14362,22,1,161.2,1,Potential Loyalists
14363,402,2,227.47,0,At-Risk Customers
14364,109,8,3717.35,2,Loyal Customers
14365,395,2,634.68,0,At-Risk Customers
14366,525,1,136.0,0,At-Risk Customers
14367,8,16,9261.52,3,Champions
14368,320,1,155.0,0,At-Risk Customers
14369,642,2,469.13,0,At-Risk Customers
14370,451,6,1175.78,0,At-Risk Customers
14371,295,1,100.5,1,Potential Loyalists
14372,443,2,860.08,0,At-Risk Customers
14373,358,1,76.55,0,At-Risk Customers
14374,541,1,108.0,0,At-Risk Customers
14375,185,3,1132.99,2,Loyal Customers
14376,683,1,215.46,0,At-Risk Customers
14377,191,2,617.05,1,Potential Loyalists
14378,622,1,131.25,0,At-Risk Customers
14379,44,4,1268.91,2,Loyal Customers
14380,682,1,48.96,0,At-Risk Customers
14381,52,2,631.34,1,Potential Loyalists
